country,book,chapter,chapter_position,part_position,question_number,question_id,criteria_short,answer,justification,source_file,file_stem
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 11,11,2,8,q8,are there different countries in space? Or just one?,"Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)",The ruler makes decisions he doesn't understand for a galaxy he doubts exists. Real power is diffused among unknown factions. The political landscape is maximally fragmented.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 11,11,2,9,q9,genre of the book,Comedy / satire,"The ruler of the universe is a hermit who talks to his cat and doubts reality. When asked about galactic policy, he discusses rain. The satire of governance is devastating.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 11,11,2,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,A hermit with a cat making galactic decisions he doesn't understand. The chapter is entirely civilian.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 11,11,2,11,q11,Is space characterized like another military domain?,Totally unique domain,A galaxy governed by an unwitting hermit characterizes the political domain as uniquely absurd and ungovernable.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 11,11,2,12,q12,how physically different is space from earth?,Somewhat different (manageable environmental differences),The ruler's planet is rainy and grey but basically Earth-like. A small hut provides shelter. The conditions are manageable.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,1,q1,is space something to be contested,Moderate contestation (ongoing rivalry/disputes),Zarniwoop is left stranded on the ruler's planet after the crew abandons him. Zaphod takes control of the Heart of Gold and leaves. The power struggle resolves.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,2,q2,can you inhabit and hold territory in space,Extensive territorial occupation (many settled worlds/regions held like states or empires),The Heart of Gold departs for new destinations across the galaxy. The extensive settlement of galactic civilization is implicit.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,3,q3,how long is journey / how  far from earth,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Zarniwoop is stranded on the remote ruler's planet. The crew departs across the galaxy. Distances remain extreme.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,4,q4,how culturally different is space from earth?,Radically different / alien social order,Abandoning a conspirator on the planet of the unwitting ruler of the universe is treated as a reasonable resolution to political intrigue.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,5,q5,do you speak same language on earth vs space ?,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Characters communicate freely during the departure sequence.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,6,q6,is it hostile / hard to survive (bc of natural conditions),Benign / easily survivable,The Heart of Gold is safe and comfortable. Zarniwoop is left on a habitable if unpleasant planet.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,7,q7,how common is it for humans to live in space,Normalized / widespread (space habitation is ordinary for humanity),Departing one planet for another across the galaxy is treated as routine space travel.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,8,q8,are there different countries in space? Or just one?,"Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)","Zarniwoop, Zaphod, the ruler, and the broader Galactic Government all represent competing factions with different agendas.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,9,q9,genre of the book,Comedy / satire,Zarniwoop's elaborate conspiracy ends with him being abandoned. The crew's casual departure satirizes the futility of political machination.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,"All characters are civilians. The departure is a personal decision, not a military operation.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,11,q11,Is space characterized like another military domain?,Totally unique domain,Abandoning a conspirator on the planet of an unknowing galactic ruler is uniquely absurd.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 12,12,2,12,q12,how physically different is space from earth?,Somewhat different (manageable environmental differences),The environments depicted are habitable. The Heart of Gold is comfortable.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,1,q1,is space something to be contested,"Low contestation (minor competition, little open conflict)",The Heart of Gold reactivates and the crew reunites. Zaphod argues with the computer about where to go. A massive explosion rocks the ship when they try to leave Frogstar World B.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,2,q2,can you inhabit and hold territory in space,Extensive territorial occupation (many settled worlds/regions held like states or empires),Frogstar World B and the broader galaxy of destinations are referenced. The crew can choose from countless settled worlds.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,3,q3,how long is journey / how  far from earth,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","The crew is on Frogstar World B, far from familiar territory. They seek the nearest place to eat across galactic distances.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,4,q4,how culturally different is space from earth?,Radically different / alien social order,Zarniwoop enters with a black eye and casually regards the four wisps of smoke the crew has become after an explosion. Casual near-death is routine in this society.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,5,q5,do you speak same language on earth vs space ?,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),All characters communicate seamlessly. Eddie the computer chatters happily with the multi-species crew.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,6,q6,is it hostile / hard to survive (bc of natural conditions),Harsh and resource-intensive,Frogstar World B is described as a dump. A massive explosion reduces the crew to wisps of smoke. The environment is hostile.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,7,q7,how common is it for humans to live in space,Normalized / widespread (space habitation is ordinary for humanity),Searching for the nearest restaurant across the galaxy is treated as a normal activity. Space habitation is completely routine.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,8,q8,are there different countries in space? Or just one?,Multiple distinct space polities,"Frogstar World, Zarniwoop's faction, and the broader galactic civilization represent distinct entities.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,9,q9,genre of the book,Comedy / satire,Zaphod's priority after nearly dying is finding food. The explosion reduces everyone to smoke. Zarniwoop casually surveys the damage with a black eye.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The crew is looking for a restaurant. All characters are civilians engaged in mundane activities despite extraordinary circumstances.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,11,q11,Is space characterized like another military domain?,Totally unique domain,Searching for dinner across the galaxy after being reduced to wisps of smoke is uniquely absurd.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 13,13,2,12,q12,how physically different is space from earth?,Very different (human bodies/technology constantly challenged),The crew is reduced to wisps of smoke by an explosion. The environment of Frogstar World B is described as a dump. Physical reality is constantly challenging.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,1,q1,is space something to be contested,No contestation,"The crew arrives at Milliways, the Restaurant at the End of the Universe. They are shown to their table and begin exploring the establishment. No conflict occurs.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,2,q2,can you inhabit and hold territory in space,Extensive territorial occupation (many settled worlds/regions held like states or empires),Milliways serves patrons from across the galaxy and from different time periods. The restaurant's existence implies vast galactic civilization.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,3,q3,how long is journey / how  far from earth,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Milliways exists at the literal end of time. The crew has traveled forward to the end of the universe. The temporal distance is the most extreme possible.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,4,q4,how culturally different is space from earth?,Radically different / alien social order,A restaurant at the end of time where patrons dine while watching the universe end. Time travel is used for dinner reservations. The social norms are completely alien.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,5,q5,do you speak same language on earth vs space ?,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Patrons from across the galaxy and different time periods communicate seamlessly in the restaurant.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,6,q6,is it hostile / hard to survive (bc of natural conditions),Benign / easily survivable,"Milliways is a comfortable, luxurious restaurant. The crew is safe and well-served. The end of the universe is entertainment, not a threat.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,7,q7,how common is it for humans to live in space,Normalized / widespread (space habitation is ordinary for humanity),Dining at the end of the universe is a popular tourist activity. Time travel for restaurant reservations is routine. Space civilization is deeply normalized.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,8,q8,are there different countries in space? Or just one?,Multiple distinct space polities,"Patrons from many different civilizations, time periods, and species dine together. Each represents a distinct political and cultural entity.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,9,q9,genre of the book,Comedy / satire,A restaurant at the end of the universe where the apocalypse is dinner entertainment is peak satirical comedy. The concept satirizes consumerism and tourism.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,"Milliways is a civilian entertainment venue. All activities are dining, socializing, and watching the show.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,11,q11,Is space characterized like another military domain?,Totally unique domain,Dining at the end of time while watching the universe die characterizes space as a uniquely entertaining and absurd domain.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 14,14,2,12,q12,how physically different is space from earth?,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),The restaurant exists at the end of time with the universe collapsing outside the windows. The temporal and physical conditions are fundamentally beyond Earth experience.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,1,q1,is space something to be contested,No contestation,The crew settles in at Milliways. Max Quordlepleen hosts the evening. The atmosphere is festive entertainment with no conflict.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,2,q2,can you inhabit and hold territory in space,Extensive territorial occupation (many settled worlds/regions held like states or empires),The restaurant serves a galactic clientele from many civilizations. The scope of galactic settlement is demonstrated by the diverse patrons.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,3,q3,how long is journey / how  far from earth,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",The crew is at the end of time itself. The temporal distance from their origin is literally the maximum possible.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,4,q4,how culturally different is space from earth?,Radically different / alien social order,Max Quordlepleen entertains patrons watching the universe end. The meat dish introduces itself and recommends which part of itself to eat. Social norms are thoroughly alien.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,5,q5,do you speak same language on earth vs space ?,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),The diverse alien patrons all understand Max's comedy routine and menu descriptions. Universal translation is seamless.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,6,q6,is it hostile / hard to survive (bc of natural conditions),Benign / easily survivable,The restaurant is luxurious and comfortable. The end of the universe is safely behind glass. No survival pressure exists.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,7,q7,how common is it for humans to live in space,Normalized / widespread (space habitation is ordinary for humanity),Time-traveling to a restaurant is treated as a normal outing. Galactic tourism is routine. Space civilization spans all of time.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,8,q8,are there different countries in space? Or just one?,Multiple distinct space polities,The restaurant's clientele represents many civilizations from different eras and locations across the galaxy.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,9,q9,genre of the book,Comedy / satire,An animal that wants to be eaten introduces itself and recommends its own cuts of meat. Max Quordlepleen's stand-up routine is set against the apocalypse. The satire targets consumerism and entertainment.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,"The chapter depicts dining, entertainment, and socializing. Entirely civilian activities.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,11,q11,Is space characterized like another military domain?,Totally unique domain,"Dining while the universe ends, with a self-recommending menu item, characterizes space as uniquely absurd.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 15,15,2,12,q12,how physically different is space from earth?,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),The universe is ending outside the restaurant windows. Stars are collapsing. The physical environment is the apocalypse experienced as dinner theater.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,1,q1,is space something to be contested,No contestation,The crew continues dining at Milliways. The show progresses with the universe collapsing outside. The chapter is pure spectacle and social interaction.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
