country,book,chapter,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q1_justification,q2_justification,q3_justification,q4_justification,q5_justification,q6_justification,q7_justification,q8_justification,q9_justification,q10_justification,q11_justification,q12_justification,source_file,file_stem,part_position,chapter_position
US,Foundation,Part 1 Chapter 6,Moderate contestation (ongoing rivalry/disputes),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,"Mostly same, with dialect/slang differences",Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Single unified authority,Political / diplomatic,Entirely civilian,Like the frontier / colonial expansion,Moderately different (regular adaptation needed),"Seldon is on trial before the Commission of Public Safety, accused of treason for predicting the Empire's fall. The Advocate accuses him of gathering a private army. Cries of 'Treason' erupt from the audience of Imperial Barons. The trial represents intense political contestation between Seldon's project and the ruling aristocracy.",The Empire has stood for twelve thousand years with a quadrillion human beings across the galaxy. Trantor alone has forty billion people. The Encyclopedia Galactica is to be distributed to every major library in the Galaxy. The scale of territorial occupation is galaxy-wide.,"Seldon predicts thirty thousand years of dark ages—worlds losing touch with the main body of the Galaxy. Interstellar wars will be endless, interstellar trade will decay. The distances between worlds are so vast that without imperial order, civilizations will become isolated.",Psychohistory treats a quadrillion humans as a statistical population. The Commission wears scarlet and gold with plastic judicial caps. The aristocratic Barons form the audience. The concept of compressing thirty thousand years of dark ages into one millennium through an Encyclopedia defines a distinctly space-era cultural ambition.,"The trial proceeds in a common language understood by all participants. Legal terminology, psychohistoric concepts, and political rhetoric are specialized but shared. No translation or language barriers are noted.","The physical setting is a courtroom—no environmental hazards. The risks are political: Seldon faces possible execution. He predicts interstellar wars and civilizational collapse as future hazards. Currently, the environment is managed and comfortable.","A quadrillion human beings live across the galaxy. The Encyclopedia Galactica will have copies in every major library. Interstellar trade, communication, and governance are ordinary. Space habitation across millions of worlds is the unremarkable norm.","The Galactic Empire remains a single authority, though Seldon predicts its imminent collapse. The Commission of Public Safety conducts the trial under imperial auspices. The Barons form the audience. One Empire still governs, though its fall is mathematically certain.","The entire chapter is a political trial: legal arguments, accusations of treason, Seldon's masterful political performance predicting imperial collapse. Seldon manipulates the proceedings to achieve his own strategic goals. Pure political drama.",The trial is conducted by civilian commissioners and an advocate. The audience is aristocratic Barons. Seldon's project consists of thirty thousand civilians working on an encyclopedia. The Advocate's accusation of a private army is refuted—none have military training.,"Seldon describes an Empire losing its frontier—declining planetary explorations, receding initiative, freezing of caste. Worlds will lose touch with the Galaxy. The pattern is colonial collapse: a central authority losing control of distant territories, reverting to isolated frontier outposts.","The courtroom setting with scarlet-and-gold uniforms, plastic judicial caps, and the Chief Commissioner's gavel represents moderate technological difference. Calculator pads and psychohistoric mathematics are advanced, but the physical environment is a recognizable courtroom on an enclosed city-planet.",US_Foundation.csv,US_Foundation,1,6
US,Foundation,Part 1 Chapter 7,"Low contestation (minor competition, little open conflict)",Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Benign / easily survivable,Normalized / widespread (space habitation is ordinary for humanity),Single unified authority,Political / diplomatic,Entirely civilian,Like the frontier / colonial expansion,Almost Earth-like,"The chapter depicts a political negotiation between Seldon and Chief Commissioner Linge Chen, who holds real power behind the Emperor. The conflict is political maneuvering rather than open warfare, with Chen offering exile as an alternative to execution.","The Galactic Empire controls vast territories. Terminus is described as an uninhabited planet at the edge of the Galaxy that the Commission can assign as an exile destination, implying extensive imperial control over worlds.","Terminus is described as being at the edge of the Galaxy, effectively serving as a remote exile location. The distance is so great that exile there is considered a severe punishment, separating Seldon from the center of civilization.","The political structure with a figurehead Emperor and a powerful Commission of Public Safety, combined with psychohistory as a discipline and Trantor as a galaxy-spanning capital, reflects a culture far removed from Earth norms.",All characters communicate without any language barriers or translation needs. There is no mention of linguistic diversity or communication challenges in this political meeting.,The chapter takes place entirely within Trantor's enclosed environment. The physical environment poses no survival challenges; all danger comes from political threats rather than environmental hostility.,"Space habitation across the Galaxy is completely normalized. The discussion of exiling thousands of people to a distant planet is treated as a logistical and political matter, not an extraordinary feat.","The Galactic Empire under the Emperor (with real power held by the Commission of Public Safety and Linge Chen) represents a single unified authority governing the Galaxy, though Seldon predicts its eventual fall.","The entire chapter is a political negotiation where Chen offers Seldon a deal—exile to Terminus or death. It is a diplomatic exchange with ultimatums, deadlines, and strategic calculations about the Empire's future.","The scene is a civilian political meeting between a commissioner and an academic. While the threat of execution looms, the interaction is entirely within civilian governmental and judicial frameworks.","Terminus at the Galaxy's edge evokes frontier imagery—an uninhabited world where exiles will establish a new settlement far from the center of civilization, reminiscent of colonial exile to distant territories.","The chapter takes place in enclosed rooms on Trantor. The physical environment described is entirely comfortable and Earth-like in terms of gravity, atmosphere, and living conditions.",US_Foundation.csv,US_Foundation,1,7
US,Foundation,Part 1 Chapter 8,"Low contestation (minor competition, little open conflict)",Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Benign / easily survivable,Normalized / widespread (space habitation is ordinary for humanity),Single unified authority,Political / diplomatic,Mostly civilian with some military presence,Like the frontier / colonial expansion,Almost Earth-like,"The chapter shows Seldon operating under martial law but with no active conflict. The soldiers enforcing the University's restrictions are orderly, and Seldon reveals the exile was planned years in advance, suggesting managed political tension rather than open conflict.","References to Terminus, Anacreon, and the second Foundation at 'Star's End' at the other end of the Galaxy reinforce the vast territorial scope of human settlement across the entire Galaxy.","Terminus is at the Galaxy's edge, and the second Foundation is at 'Star's End' at the opposite end. These extreme distances mean effective separation from Trantor and the galactic center, with exile feeling permanent.",Trantor's University district with open sky and silvery metal buildings represents a unique cultural space. The concept of psychohistory shaping civilization's future and the enclosed planet-city reflect a culture entirely distinct from Earth origins.,"All dialogue occurs without any language barriers. Seldon, Gaal, and the soldiers communicate seamlessly with no mention of translation or linguistic differences.","The University grounds feature open sky, fresh air, and comfortable buildings. Even Trantor's enclosed sections are described as easily habitable. The environment poses no physical survival challenge.",Planning to relocate an entire academic community to a distant planet is treated as a logistical exercise. Space travel and habitation across the Galaxy are completely ordinary aspects of this civilization.,"The Empire still functions as a single authority imposing martial law and controlling planetary assignments. However, Seldon hints at future fragmentation by mentioning instigating a revolt on Anacreon.","Seldon reveals his long-term political strategy: the exile was planned 2.5 years in advance, a revolt on Anacreon will be timed precisely, and a second Foundation exists at Star's End. The chapter is dominated by strategic political planning.","Soldiers enforce martial law at the University, but the focus is on Seldon's civilian academic mission. The military presence is a backdrop to the civilian planning for the Encyclopedia Foundation.","The planned settlement of Terminus explicitly evokes frontier colonization—academics exiled to an uninhabited world at the Galaxy's edge to build a new community, paralleling historical colonial expeditions.","The University grounds with open sky, natural light, and silvery buildings present a comfortable, Earth-like environment. Even the taxi ride through tunnels suggests engineered but livable conditions throughout Trantor.",US_Foundation.csv,US_Foundation,1,8
US,Foundation,Part 2 Chapter 1,Moderate contestation (ongoing rivalry/disputes),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Multiple distinct space polities,Political / diplomatic,Entirely civilian,Like the frontier / colonial expansion,Almost Earth-like,"Anacreon's governor has declared himself king, cutting off Terminus's trade routes. At least twenty outer prefects have broken away from the Empire. An envoy from Anacreon is being sent to Terminus, suggesting growing political pressure and rivalry over control of the Periphery.","The Galaxy contains numerous settled worlds organized into prefects. Terminus is described as a planet at the fringe of the Galactic spiral, and trade routes connect it to Santanni, Trantor, and Vega. Multiple kingdoms are forming from former Imperial prefects.","Terminus is at the very edge of the Galactic spiral, isolated from the inner regions. The cutoff of trade routes by Anacreon effectively severs Terminus from Trantor and the Empire's core, emphasizing the vast separating distances.","Terminus has developed its own culture over 50 years as a scholarly community centered on the Encyclopedia. It uses stainless steel currency because all metals must be imported, and has its own municipal government, City Council, and newspaper—a distinct small-world academic culture.","All characters communicate without any language barriers. Hardin and Pirenne discuss politics, trade, and the Encyclopedia without any mention of linguistic differences across the Galaxy.","Terminus itself is physically habitable but resource-poor, lacking metals entirely. The planet cannot support a mechanized civilization independently and depends on imports, making survival manageable but precarious when trade routes are cut off.",Space habitation across the Galaxy is completely ordinary. The discussion centers on political and economic problems rather than the novelty of living on distant worlds. Terminus has a growing population with municipal governance after 50 years.,"The Galactic Empire is fragmenting. At least twenty outer prefects have broken away, with Anacreon declaring a kingdom. Terminus exists as a nominally Imperial domain but is practically independent. The political landscape is shifting from unified empire to multiple kingdoms.","The chapter is entirely about political tensions: Anacreon's secession, the threat to Terminus's trade, the debate between Hardin and Pirenne about how to respond, and the announcement of an incoming diplomatic envoy.","Both Hardin and Pirenne are civilians—a mayor and an academic administrator. Their debate concerns trade, governance, and the Encyclopedia. No military characters or operations appear in this chapter.","Terminus is explicitly a frontier world—resource-poor, at the Galaxy's edge, dependent on imports, with a small population trying to sustain civilization. The breakdown of central authority mirrors frontier colonial situations where distant settlements lose metropolitan support.","Terminus appears to have a comfortable, habitable environment with aqueducts, a city, and agricultural potential. The challenges are economic (lack of metals) rather than environmental. Living conditions seem Earth-like.",US_Foundation.csv,US_Foundation,2,1
US,Foundation,Part 2 Chapter 2,Moderate contestation (ongoing rivalry/disputes),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Multiple distinct space polities,Political / diplomatic,Mostly civilian with some military presence,Like the frontier / colonial expansion,Almost Earth-like,Anacreon has recently fought a war with Smyrno and now pressures Terminus for tribute and a military base. Multiple kingdoms compete for territory in the Periphery. The diplomatic visit is essentially a veiled threat of annexation.,"Multiple kingdoms (Anacreon, Smyrno, Konom, Daribow) control stellar systems. Anacreon holds territory including two systems taken from Smyrno. The discussion of land estates and strategic planetary positions confirms extensive territorial occupation across many worlds.","Terminus is less than fifty parsecs from Smyrno's capital yet feels completely cut off from the Empire's center. The Galaxy stretches from horizon to horizon in the sky, and the few stars at the universe's edge are insignificant, emphasizing the vast scale.","Anacreon has developed a feudal noble culture with estates, peasantry, and military nobility—completely different from Terminus's scholarly republic. The cultural gap between the two worlds is stark, with Haut Rodric bewildered by a society without peasants or nobles.",All characters communicate freely despite being from different worlds. The sub-prefect and the Terminus officials converse without any translation needs or linguistic barriers.,"Terminus is habitable with fertile land and agricultural capability, but lacks metals entirely and uses steel as currency. The risk comes from resource dependency and political vulnerability rather than environmental hostility.","Living on different worlds is completely ordinary. The envoy casually discusses wars between stellar kingdoms, land estates on planets, and interstellar trade as mundane political realities.","The chapter features several independent kingdoms (Anacreon, Smyrno, Konom, Daribow) plus the weakening Empire and the quasi-independent Foundation. These are distinct polities with their own rulers, militaries, and foreign policies.","The entire chapter is a diplomatic encounter where Anacreon's envoy attempts to negotiate Terminus's submission through a mix of military intimidation and political maneuvering, while Hardin strategically extracts intelligence about Anacreon's technological decline.","The diplomatic meeting is civilian, but Haut Rodric is a military nobleman who describes war exploits and proposes establishing a military base. The blaster exchange ceremony and discussion of wars between kingdoms introduce a military dimension.","The dynamic strongly evokes colonial frontier politics: a powerful kingdom trying to annex a weaker frontier settlement, proposing to parcel land into noble estates with peasantry, and extracting tribute—classic colonial expansion patterns.","The chapter describes a warm summer evening on a balcony, fertile unoccupied land, and agricultural production. Terminus's physical environment is comfortable and Earth-like despite its resource poverty in metals.",US_Foundation.csv,US_Foundation,2,2
US,Foundation,Part 2 Chapter 3,Moderate contestation (ongoing rivalry/disputes),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Multiple distinct space polities,Political / diplomatic,Entirely civilian,Like the frontier / colonial expansion,Almost Earth-like,"Anacreon threatens Terminus with annexation while the Board of Trustees relies on the Emperor's protection. Hardin warns of imminent danger, noting the Foundation has bluffed Anacreon about nuclear weapons for two months. The Periphery is revolting and petty wars are becoming eternal.","The chapter references the vast Galactic Empire with its Chancellor, the breakaway Periphery kingdoms, and Terminus with its million inhabitants. Multiple worlds and political entities occupy the Galaxy as settled territories.","Hardin notes the Emperor is thousands of parsecs away and doubts he cares about Terminus. The vast distance makes Imperial protection effectively meaningless, leaving Terminus isolated at the Galaxy's edge.","Terminus has evolved a unique culture: a scientific foundation with a million inhabitants, its own municipal government, newspaper, and economy based on stainless steel currency. The tension between Encyclopedia scholars and ordinary citizens reflects a distinct cultural identity.",All characters communicate without language barriers during the Board meeting and political discussions. No linguistic differences are mentioned across the various worlds referenced.,"Terminus has farms, homes, and factories supporting a million people, but cannot sustain mechanized civilization without metal imports. The cutoff of trade and the threat of Anacreonian annexation make survival precarious.","A million people live on Terminus as an ordinary community with farms, factories, and civic institutions. Space habitation across the Galaxy is completely routine; the concerns are political, not about the novelty of space living.","The weakening Empire, the breakaway Periphery kingdoms, and the quasi-independent Foundation represent multiple distinct polities. Hardin notes whole systems are losing nuclear power and going back to barbarous techniques as the political landscape fragments.","The chapter centers on a Board of Trustees meeting debating how to handle Anacreon's threat—whether to rely on Imperial diplomacy, militarize, or wait for Seldon's Vault. It is entirely political deliberation.","All participants are civilians: scholars on the Board, a mayor, and politicians. Hardin advocates for military preparedness but the Foundation currently has no military capability, only commercial nuclear power.","Terminus is a frontier settlement losing contact with the metropolitan center. The breakdown of Imperial authority over the Periphery, the reversion to primitive technology, and the vulnerability of the isolated Foundation all parallel colonial frontier dynamics.","Terminus supports agriculture, aqueducts, and a city of a million people. The physical environment is comfortable and Earth-like; challenges are political and economic rather than environmental.",US_Foundation.csv,US_Foundation,2,3
US,Foundation,Part 2 Chapter 4,Moderate contestation (ongoing rivalry/disputes),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Multiple distinct space polities,Political / diplomatic,Entirely civilian,Like the frontier / colonial expansion,Almost Earth-like,The Anacreonian threat looms while Lord Dorwin dismisses the Periphery kingdoms as barbarous. The Empire's inability to maintain its own nuclear infrastructure and its dismissive attitude toward the outer regions reveal deepening rivalry and breakdown of order.,"The chapter references numerous settled systems including Sirius, Alpha Centauri, Sol, Arcturus, Gamma Andromeda, Vega, and Anacreon. The Galaxy is extensively settled with the Origin Question debating which system humanity first occupied.","Lord Dorwin has traveled to the Periphery from the Imperial center, and considers it barbarous and remote. The distances are so great that even the Chancellor finds original archaeological research at distant systems unthinkable.","Lord Dorwin represents a decadent Imperial court culture with elaborate hair, snuff-taking, and affected speech. This contrasts sharply with Terminus's practical scholarly culture and Anacreon's militaristic feudalism—three distinct cultures have diverged across the Galaxy.","Lord Dorwin speaks with an affected accent (dropping r's) but this is an aristocratic affectation, not a different language. All characters communicate in the same language without translation needs.",The power plant meltdown on Gamma Andromeda and the loss of nuclear expertise in the Empire reveal growing technological risks. The Periphery has already lost nuclear power entirely. Civilization is becoming harder to sustain.,Humanity has spread across the entire Galaxy over millennia. The Origin Question—debating which single planetary system humanity originally occupied—underscores how completely normalized galactic habitation has become.,The weakening Empire maintains nominal sovereignty through treaties with independent Periphery kingdoms. Dorwin admits these kingdoms have considerable freedom of action. The political landscape is fragmenting into multiple entities.,Lord Dorwin's visit is a diplomatic mission. The chapter focuses on political maneuvering—Hardin probing Dorwin for information about the Empire's technological decline while Dorwin avoids discussing business. The archaeological discussion serves as a metaphor for intellectual stagnation.,"Lord Dorwin is a civilian chancellor and aristocratic diplomat. The interactions are entirely diplomatic and scholarly, with no military characters or operations present.","The Imperial center views the Periphery as barbarous and expendable, mirroring metropolitan attitudes toward colonial frontiers. Dorwin's dismissal of outer worlds and the Empire's willingness to let them fend for themselves reinforces frontier-colonial dynamics.",The chapter takes place in comfortable indoor settings on Terminus. The physical environments on various worlds are not discussed as challenging; the concerns are cultural and technological rather than environmental.,US_Foundation.csv,US_Foundation,2,4
US,Foundation,Part 2 Chapter 5,Moderate contestation (ongoing rivalry/disputes),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Multiple distinct space polities,Political / diplomatic,Entirely civilian,Like the frontier / colonial expansion,Almost Earth-like,"Anacreon has issued a one-week ultimatum to Terminus demanding submission. Hardin demonstrates through symbolic logic that the Empire-Anacreon treaty grants the Empire zero power, and Lord Dorwin's assurances contained zero content. The Foundation faces imminent annexation.","The chapter references the vast Empire, breakaway Periphery kingdoms, and the Foundation's isolated position. Multiple settled worlds and political entities span the Galaxy with treaties and diplomatic relationships between them.","Hardin questions why Seldon placed the Foundation on distant Terminus if he foresaw the isolation and break in communication lines. The Foundation is effectively cut off from the Galactic center, making Imperial help unreachable.","The chapter reveals a Galaxy-wide cultural stagnation: scholars worship past knowledge rather than advancing it, Lord Dorwin studies archaeology by reading old books rather than visiting sites, and nuclear technology is being lost. This deteriorating academic culture is distinctly different from any Earth parallel.","All characters communicate freely. Hardin uses symbolic logic to analyze documents, but this is an analytical technique, not a linguistic barrier. No language differences are mentioned.","Terminus faces annexation by Anacreon with no military capability to resist. The planet lacks metals and depends on imports. While physically habitable, the political and resource situation makes survival precarious.","Galactic civilization spanning countless worlds is taken for granted. The discussion centers on political strategy and cultural decline rather than the mechanics of space living, which is completely ordinary.","The Empire, Anacreon, and other Periphery kingdoms operate as effectively independent polities. Hardin proves the Empire-Anacreon treaty is a declaration of total independence, confirming the political landscape has fragmented.","The chapter is dominated by political analysis: Hardin uses symbolic logic to expose the emptiness of diplomatic assurances, argues against the Board's passive strategy, and diagnoses a Galaxy-wide cultural stagnation. It is entirely political discourse.","All characters are civilian politicians and scholars debating strategy. The military threat is from Anacreon, but the Foundation's response is entirely civilian—political maneuvering and intellectual analysis rather than military preparation.","Terminus is a frontier settlement abandoned by the metropolitan center. Hardin explicitly describes the Galaxy-wide pattern of decline: the Periphery losing technology, communication breaking down, and the center unable to project power—classic frontier-imperial collapse dynamics.","The chapter takes place in Board meeting rooms. The physical environment is entirely comfortable and Earth-like, with no environmental challenges mentioned.",US_Foundation.csv,US_Foundation,2,5
US,Foundation,Part 2 Chapter 6,Moderate contestation (ongoing rivalry/disputes),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Multiple distinct space polities,Political / diplomatic,Entirely civilian,Like the frontier / colonial expansion,Almost Earth-like,The Anacreonians are landing in two days. Hardin is planning a coup d'etat against the Board of Trustees to take control of Terminus's response to the crisis. Political contestation operates on multiple levels—internal and external.,"The broader context of galactic settlement continues, with Anacreon projecting military power to annex Terminus. The Empire's vast territorial holdings are referenced through the Board's authoritarian assumptions about Imperial power.","Terminus remains isolated at the Galaxy's edge, facing Anacreonian invasion with no hope of Imperial intervention. The extreme distance from the Galactic center makes the Foundation effectively on its own.","Terminus has developed its own political dynamics: a scholarly Board of Trustees clashing with an elected mayor, with Hardin planning a civilian coup. The authoritarian academic culture versus practical governance represents a distinct societal tension unique to this world.","Hardin and Lee communicate without any language barriers. No linguistic differences are mentioned in this brief, focused chapter.","Terminus is physically habitable but politically endangered, with Anacreonian forces arriving in two days and no military defense available. The risk is existential but comes from politics, not environment.",Space habitation is completely normalized. The chapter focuses entirely on political strategy without any reference to the challenges or novelty of living in space.,"The Foundation, the Board of Trustees (nominally representing the Emperor), and Anacreon represent distinct political authorities. Hardin's planned coup will further fragment governance on Terminus itself.","The chapter is entirely about Hardin's planned coup d'etat against the Board. He discusses strategy with his lieutenant Lee, analyzing the Board's psychological weaknesses and planning the timing of the takeover.","Hardin's coup is a civilian political maneuver, not a military operation. He plans to give orders with impudence and rely on habit-based obedience rather than force. All characters are civilians.",The frontier settlement is about to undergo a political transformation as the scholarly colonial administration is overthrown by pragmatic local leadership—a pattern common in colonial history when frontier communities outgrow their original governance structures.,The chapter takes place in Hardin's office with mundane details like a water cooler. The physical environment is entirely comfortable and Earth-like.,US_Foundation.csv,US_Foundation,2,6
US,Foundation,Part 2 Chapter 7,Moderate contestation (ongoing rivalry/disputes),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Multiple distinct space polities,Political / diplomatic,Entirely civilian,Like the frontier / colonial expansion,Almost Earth-like,"Anacreon is landing spaceships on Terminus the next day, but Hardin has already executed his coup and has a plan. Seldon reveals the Foundation faces a series of crises over centuries, with the first being the current Anacreonian threat.","Seldon describes a Galaxy-spanning civilization in decline, with the Periphery breaking away. The Foundation and its companion at the other end of the Galaxy are positioned within this vast occupied space as seeds of a future Second Galactic Empire.","The Foundation is deliberately placed at the Galaxy's edge, cut off from civilized centers. Seldon mentions a companion Foundation at the other end of the Galaxy, emphasizing the extreme distances spanning the entire galactic structure.","Seldon reveals the Encyclopedia was a fraud, and the Foundation's true purpose is to shorten 30,000 years of barbarism to 1,000. This psychohistorical manipulation of entire civilizations represents a radically distinct cultural framework unlike anything on Earth.",Seldon's holographic message is understood by all present without any translation. No language differences are mentioned across the 50-year time gap or between different parts of the Galaxy.,"Seldon describes Terminus as a small world of scientists surrounded by rapidly expanding barbarism, an island of nuclear power lacking metals. The situation is survivable but risky, requiring careful navigation of crises.","Galactic civilization spanning countless worlds is completely normalized. The discussion is about the fall of that civilization and its replacement, not about the mechanics or novelty of space habitation.","The Empire is falling apart, the Periphery has broken away into multiple kingdoms, and the Foundation exists as an independent entity. Seldon describes a future with a Second Galactic Empire, confirming the current era of multiple competing polities.",Seldon's revelation is fundamentally about political manipulation on a galactic scale—psychohistory engineering crises to guide civilization. Hardin's simultaneous coup completes the political takeover of Terminus. The chapter is pure political drama.,Seldon is a scientist delivering a recorded message. Hardin's coup is a civilian political maneuver. The Anacreonian military landing is mentioned but happens offscreen. All characters present are civilian scholars and politicians.,"Seldon explicitly frames Terminus as a frontier outpost: a small world cut off from civilization, surrounded by barbarism, destined to seed a new empire. This is a deliberate colonial-frontier project designed to rebuild civilization from the periphery.","The chapter takes place in the Vault room on Terminus. The physical environment is entirely comfortable and unremarkable, with standard lighting and furnishings.",US_Foundation.csv,US_Foundation,2,7
US,Foundation,Part 3 Chapter 1,Moderate contestation (ongoing rivalry/disputes),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Multiple distinct space polities,Political / diplomatic,Mostly civilian with some military presence,Like the frontier / colonial expansion,Almost Earth-like,"The Four Kingdoms compete for nuclear power from Terminus, kept in check only by fear of each other. Internally, Sermak's political party challenges Hardin's appeasement policy. Ambassador Verisof's return suggests an external crisis is brewing.","The Four Kingdoms (former Imperial prefects) control multiple stellar systems. Terminus serves as a technological hub connected to all of them. The former Empire's structure of prefects, sectors, and quadrants confirms extensive galactic settlement.","Communications with the central regions of the Empire broke down thirty years ago. Hardin doesn't even know if there's still an Emperor. Terminus exists in complete isolation at the Galaxy's edge, with its universe consisting only of itself and four neighboring kingdoms.","The Foundation has created a unique techno-religious culture: science packaged as religious ritual, with a trained priesthood operating power plants across the kingdoms. The barbarian kingdoms have feudal societies with comic-opera kings, while Terminus maintains a democratic scientific community.","All characters communicate freely, including across different worlds. The Foundation trains priests from the kingdoms with no mention of language barriers. Communication is seamless.","Terminus is balanced on a sharp sword between four hostile kingdoms, surviving through strategic distribution of nuclear technology. The situation is manageable through careful diplomacy but constantly at risk of collapse if the balance shifts.","Space habitation is completely ordinary. The discussion covers decades of interplanetary politics, trade, and cultural exchange as routine matters. People travel between worlds for education and diplomacy without remark.","The Four Kingdoms, the Foundation, and the remnants of the distant Empire represent multiple distinct polities. Each kingdom has its own ruler and military, and the Foundation operates as an independent technological power.","The chapter is entirely political: Hardin explains thirty years of balance-of-power diplomacy, Sermak challenges his policy, and the return of Ambassador Verisof signals a new diplomatic crisis. It centers on political strategy and governance.","Terminus is a civilian society, but the Four Kingdoms have navies that the Foundation has serviced. Sermak advocates military preparedness and attack. The kingdoms' military capability is a constant background concern.","Terminus explicitly functions as a civilizing outpost on the frontier, spreading technology to surrounding barbarian kingdoms through a religious-colonial framework. The Foundation's priests operate power plants across the kingdoms like colonial missionaries.",The chapter takes place in Hardin's office and describes mundane details like cigars and ground cars. The physical environment on Terminus is entirely comfortable and Earth-like.,US_Foundation.csv,US_Foundation,3,1
US,Foundation,Part 3 Chapter 2,High contestation (frequent conflict or strategic struggle),Extensive territorial occupation (many settled worlds/regions held like states or empires),"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Distinct space culture,Same languages as Earth,Manageable but risky,Normalized / widespread (space habitation is ordinary for humanity),Multiple distinct space polities,Political / diplomatic,Mostly civilian with some military presence,Like the frontier / colonial expansion,Almost Earth-like,"Wienis is actively preparing for war against the Foundation, requesting the repair of an Imperial battle cruiser as a pretext. Internally, Sermak's party threatens Hardin politically. The crisis is building toward armed conflict on multiple fronts.","The Four Kingdoms control multiple worlds and have navies. Anacreon has significant military assets, and the discussion of trade with Smyrno and disputed worlds on the Red Corridor confirms extensive territorial occupation across many systems.","The Foundation is completely isolated from the former Empire, with no contact for thirty years. Terminus exists in its own universe of five political entities at the Galaxy's edge, effectively unreachable from the galactic center.","The Foundation has created a techno-religious culture where science is presented as divine mystery. Verisof notes how the religion of science has replaced failed secular science. The Foundation's priests, the kingdoms' feudal cultures, and Terminus's democratic society represent distinctly different cultures.",Hardin and Verisof communicate freely despite operating across different worlds. The priest on the passenger liner conversed easily with Verisof. No language barriers are mentioned.,Terminus is physically habitable but strategically vulnerable. The discovery of an Imperial battle cruiser with planet-destroying weapons dramatically raises the military stakes. Survival depends on Hardin's political maneuvering rather than environmental conditions.,"Interplanetary travel is routine—Verisof travels by passenger liner in second class, a priest takes a course at the Foundation, and trade flows between kingdoms. Space habitation is completely ordinary.","The Foundation, the Four Kingdoms (Anacreon, Smyrno, and others), and the distant remnant Empire represent multiple distinct polities with separate governments, militaries, and foreign policies.","The chapter centers on Hardin's strategic discussion with Verisof about managing the Anacreonian crisis according to the Seldon Plan. They debate timing, political pressures, and the proper response to Wienis' provocations—entirely political and diplomatic calculation.","Hardin and Verisof are civilians, but the discussion revolves around military threats: Anacreon's navy, the Imperial battle cruiser, and the prospect of war. Military power is a central concern even though the Foundation's approach is non-military.","The Foundation operates as a civilizing center on the frontier, distributing technology through a religious-colonial framework. Verisof serves as both ambassador and high priest, combining diplomatic and missionary roles typical of colonial frontier dynamics.","Terminus has comfortable urban environments with city parks, passenger liners, and brandy. The physical environment is entirely Earth-like and unremarkable.",US_Foundation.csv,US_Foundation,3,2
