book,chapter,q_number,claude_answer,human_answer
The Martian,Chapter 26,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 26,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 26,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 26,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 26,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 26,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 26,10,Entirely civilian,Entirely civilian
The Martian,Chapter 26,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 1,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 2,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 3,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 4,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 5,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 6,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 7,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 8,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 9,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 10,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 11,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 12,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 13,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 14,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 15,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 16,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 17,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 18,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 19,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 20,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 21,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 22,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 23,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 24,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 25,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Martian,Chapter 26,12,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged)
The Three-Body Problem,Chapter 1,1,Other / Unsure,Moderate contestation (ongoing rivalry/disputes)
The Three-Body Problem,Chapter 1,2,Other / Unsure,Cannot inhabit or hold territory
The Three-Body Problem,Chapter 1,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 1,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 1,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 1,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 1,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 1,8,Other / Unsure,No political order / ungoverned
The Three-Body Problem,Chapter 1,9,Drama,Drama
The Three-Body Problem,Chapter 1,10,Other / Unsure,Entirely civilian
The Three-Body Problem,Chapter 1,11,Other / Unsure,Like cyberspace / networked or abstract domain
The Three-Body Problem,Chapter 2,1,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 2,2,Other / Unsure,Cannot inhabit or hold territory
The Three-Body Problem,Chapter 2,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 2,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 2,5,Other / Unsure,Same languages as Earth
The Three-Body Problem,Chapter 2,6,Other / Unsure,Manageable but risky
The Three-Body Problem,Chapter 2,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 2,8,Other / Unsure,No political order / ungoverned
The Three-Body Problem,Chapter 2,9,Drama,Drama
The Three-Body Problem,Chapter 2,10,Other / Unsure,Mostly military
The Three-Body Problem,Chapter 2,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 3,1,"Low contestation (minor competition, little open conflict)",High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 3,2,Other / Unsure,Cannot inhabit or hold territory
The Three-Body Problem,Chapter 3,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 3,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 3,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 3,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 3,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 3,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 3,9,Drama,Drama
The Three-Body Problem,Chapter 3,10,Mostly military,Mostly military
The Three-Body Problem,Chapter 3,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 4,1,High contestation (frequent conflict or strategic struggle),Moderate contestation (ongoing rivalry/disputes)
The Three-Body Problem,Chapter 4,2,Other / Unsure,Cannot inhabit or hold territory
The Three-Body Problem,Chapter 4,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 4,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 4,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 4,6,Other / Unsure,Harsh and resource-intensive
The Three-Body Problem,Chapter 4,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 4,8,Other / Unsure,No political order / ungoverned
The Three-Body Problem,Chapter 4,9,Thriller / Horror / Survival,Thriller / Horror / Survival
The Three-Body Problem,Chapter 4,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 4,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 5,1,Other / Unsure,Moderate contestation (ongoing rivalry/disputes)
The Three-Body Problem,Chapter 5,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 5,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 5,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 5,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 5,6,Other / Unsure,Harsh and resource-intensive
The Three-Body Problem,Chapter 5,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 5,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 5,9,Drama,Thriller / Horror / Survival
The Three-Body Problem,Chapter 5,10,Other / Unsure,Entirely civilian
The Three-Body Problem,Chapter 5,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 6,1,High contestation (frequent conflict or strategic struggle),Moderate contestation (ongoing rivalry/disputes)
The Three-Body Problem,Chapter 6,2,Other / Unsure,Cannot inhabit or hold territory
The Three-Body Problem,Chapter 6,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 6,4,Other / Unsure,Basically Earth society in space
The Three-Body Problem,Chapter 6,5,Other / Unsure,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant)
The Three-Body Problem,Chapter 6,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 6,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 6,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 6,9,Thriller / Horror / Survival,Other / Unsure
The Three-Body Problem,Chapter 6,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 6,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 7,1,Other / Unsure,High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 7,2,Other / Unsure,"Limited settlement (small colonies, hard to sustain/control)"
The Three-Body Problem,Chapter 7,3,Other / Unsure,"Long-distance journey (years, major separation from Earth)"
The Three-Body Problem,Chapter 7,4,Radically different / alien social order,Other / Unsure
The Three-Body Problem,Chapter 7,5,Other / Unsure,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant)
The Three-Body Problem,Chapter 7,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Three-Body Problem,Chapter 7,7,Other / Unsure,Normalized / widespread (space habitation is ordinary for humanity)
The Three-Body Problem,Chapter 7,8,Other / Unsure,Single unified authority
The Three-Body Problem,Chapter 7,9,Adventure / exploration,Other / Unsure
The Three-Body Problem,Chapter 7,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 7,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 8,1,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 8,2,Other / Unsure,"Limited settlement (small colonies, hard to sustain/control)"
The Three-Body Problem,Chapter 8,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 8,4,Other / Unsure,Distinct space culture
The Three-Body Problem,Chapter 8,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 8,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 8,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 8,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 8,9,Drama,Other / Unsure
The Three-Body Problem,Chapter 8,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 8,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 9,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 9,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 9,3,Other / Unsure,"Long-distance journey (years, major separation from Earth)"
The Three-Body Problem,Chapter 9,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 9,5,Other / Unsure,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant)
The Three-Body Problem,Chapter 9,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 9,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 9,8,Other / Unsure,Earth nation-states extend into space
The Three-Body Problem,Chapter 9,9,Thriller / Horror / Survival,Thriller / Horror / Survival
The Three-Body Problem,Chapter 9,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 9,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 10,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 10,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 10,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 10,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 10,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 10,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 10,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 10,8,Other / Unsure,Earth nation-states extend into space
The Three-Body Problem,Chapter 10,9,Thriller / Horror / Survival,Other / Unsure
The Three-Body Problem,Chapter 10,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 10,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 11,1,Other / Unsure,High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 11,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 11,3,Other / Unsure,"Long-distance journey (years, major separation from Earth)"
The Three-Body Problem,Chapter 11,4,Radically different / alien social order,Other / Unsure
The Three-Body Problem,Chapter 11,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 11,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Three-Body Problem,Chapter 11,7,Other / Unsure,Moderately common (noticeable settlements/populations)
The Three-Body Problem,Chapter 11,8,Other / Unsure,Single unified authority
The Three-Body Problem,Chapter 11,9,Adventure / exploration,Other / Unsure
The Three-Body Problem,Chapter 11,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 11,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 12,1,Moderate contestation (ongoing rivalry/disputes),Other / Unsure
The Three-Body Problem,Chapter 12,2,"Visiting / Temporary presence only (stations, missions, outposts)","Visiting / Temporary presence only (stations, missions, outposts)"
The Three-Body Problem,Chapter 12,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 12,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 12,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 12,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 12,7,Other / Unsure,Moderately common (noticeable settlements/populations)
The Three-Body Problem,Chapter 12,8,Other / Unsure,Earth nation-states extend into space
The Three-Body Problem,Chapter 12,9,Political / diplomatic,Military / war
The Three-Body Problem,Chapter 12,10,Mostly military,Mostly military
The Three-Body Problem,Chapter 12,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 13,1,Moderate contestation (ongoing rivalry/disputes),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 13,2,Other / Unsure,"Visiting / Temporary presence only (stations, missions, outposts)"
The Three-Body Problem,Chapter 13,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)"
The Three-Body Problem,Chapter 13,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 13,5,Other / Unsure,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant)
The Three-Body Problem,Chapter 13,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 13,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 13,8,Other / Unsure,Earth nation-states extend into space
The Three-Body Problem,Chapter 13,9,Political / diplomatic,Other / Unsure
The Three-Body Problem,Chapter 13,10,Mostly military,Mostly military
The Three-Body Problem,Chapter 13,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 14,1,"Low contestation (minor competition, little open conflict)",High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 14,2,Other / Unsure,"Visiting / Temporary presence only (stations, missions, outposts)"
The Three-Body Problem,Chapter 14,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
The Three-Body Problem,Chapter 14,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 14,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 14,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 14,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 14,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 14,9,Drama,Other / Unsure
The Three-Body Problem,Chapter 14,10,Mostly military,Other / Unsure
The Three-Body Problem,Chapter 14,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 15,1,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 15,2,Other / Unsure,"Visiting / Temporary presence only (stations, missions, outposts)"
The Three-Body Problem,Chapter 15,3,Other / Unsure,"Long-distance journey (years, major separation from Earth)"
The Three-Body Problem,Chapter 15,4,Radically different / alien social order,Other / Unsure
The Three-Body Problem,Chapter 15,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 15,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Three-Body Problem,Chapter 15,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 15,8,Other / Unsure,Earth nation-states extend into space
The Three-Body Problem,Chapter 15,9,Adventure / exploration,Other / Unsure
The Three-Body Problem,Chapter 15,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 15,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 16,1,High contestation (frequent conflict or strategic struggle),Moderate contestation (ongoing rivalry/disputes)
The Three-Body Problem,Chapter 16,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 16,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 16,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 16,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 16,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 16,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 16,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 16,9,Thriller / Horror / Survival,Thriller / Horror / Survival
The Three-Body Problem,Chapter 16,10,Other / Unsure,Mostly civilian with some military presence
The Three-Body Problem,Chapter 16,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 17,1,Other / Unsure,High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 17,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 17,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 17,4,Radically different / alien social order,Other / Unsure
The Three-Body Problem,Chapter 17,5,Other / Unsure,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant)
The Three-Body Problem,Chapter 17,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Three-Body Problem,Chapter 17,7,Other / Unsure,Normalized / widespread (space habitation is ordinary for humanity)
The Three-Body Problem,Chapter 17,8,Other / Unsure,Single unified authority
The Three-Body Problem,Chapter 17,9,Military / war,Other / Unsure
The Three-Body Problem,Chapter 17,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 17,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 18,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 18,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 18,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
The Three-Body Problem,Chapter 18,4,Radically different / alien social order,Other / Unsure
The Three-Body Problem,Chapter 18,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Other / Unsure
The Three-Body Problem,Chapter 18,6,Other / Unsure,Benign / easily survivable
The Three-Body Problem,Chapter 18,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 18,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 18,9,Thriller / Horror / Survival,Other / Unsure
The Three-Body Problem,Chapter 18,10,Other / Unsure,Entirely civilian
The Three-Body Problem,Chapter 18,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 19,1,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 19,2,Cannot inhabit or hold territory,Other / Unsure
The Three-Body Problem,Chapter 19,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Long-distance journey (years, major separation from Earth)"
The Three-Body Problem,Chapter 19,4,Radically different / alien social order,Other / Unsure
The Three-Body Problem,Chapter 19,5,Other / Unsure,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant)
The Three-Body Problem,Chapter 19,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Three-Body Problem,Chapter 19,7,Other / Unsure,Normalized / widespread (space habitation is ordinary for humanity)
The Three-Body Problem,Chapter 19,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 19,9,Drama,Thriller / Horror / Survival
The Three-Body Problem,Chapter 19,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 19,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 20,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 20,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 20,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)"
The Three-Body Problem,Chapter 20,4,Radically different / alien social order,Other / Unsure
The Three-Body Problem,Chapter 20,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 20,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 20,7,Other / Unsure,Normalized / widespread (space habitation is ordinary for humanity)
The Three-Body Problem,Chapter 20,8,Other / Unsure,Single unified authority
The Three-Body Problem,Chapter 20,9,Military / war,Thriller / Horror / Survival
The Three-Body Problem,Chapter 20,10,Mostly military,Other / Unsure
The Three-Body Problem,Chapter 20,11,Like the ocean / naval,Totally unique domain
The Three-Body Problem,Chapter 21,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 21,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 21,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 21,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 21,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 21,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 21,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 21,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 21,9,Thriller / Horror / Survival,Other / Unsure
The Three-Body Problem,Chapter 21,10,Other / Unsure,Mixed civilian-military domain
The Three-Body Problem,Chapter 21,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 22,1,Moderate contestation (ongoing rivalry/disputes),Other / Unsure
The Three-Body Problem,Chapter 22,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 22,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
The Three-Body Problem,Chapter 22,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 22,5,Other / Unsure,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant)
The Three-Body Problem,Chapter 22,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 22,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 22,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 22,9,Drama,Other / Unsure
The Three-Body Problem,Chapter 22,10,Mostly military,Mostly military
The Three-Body Problem,Chapter 22,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 23,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 23,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 23,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Long-distance journey (years, major separation from Earth)"
The Three-Body Problem,Chapter 23,4,Radically different / alien social order,Other / Unsure
The Three-Body Problem,Chapter 23,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Same languages as Earth
The Three-Body Problem,Chapter 23,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 23,7,Other / Unsure,Uncommon (small specialist population)
The Three-Body Problem,Chapter 23,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 23,9,Thriller / Horror / Survival,Other / Unsure
The Three-Body Problem,Chapter 23,10,Mostly military,Other / Unsure
The Three-Body Problem,Chapter 23,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 24,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 24,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 24,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 24,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 24,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 24,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 24,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 24,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 24,9,Thriller / Horror / Survival,Other / Unsure
The Three-Body Problem,Chapter 24,10,Other / Unsure,Mostly military
The Three-Body Problem,Chapter 24,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 1,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 2,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 3,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 4,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 5,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 6,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 7,12,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure
The Three-Body Problem,Chapter 8,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 9,12,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure
The Three-Body Problem,Chapter 10,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 11,12,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure
The Three-Body Problem,Chapter 12,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 13,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 14,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 15,12,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure
The Three-Body Problem,Chapter 16,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 17,12,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure
The Three-Body Problem,Chapter 18,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 19,12,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure
The Three-Body Problem,Chapter 20,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 21,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 22,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 23,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 24,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 25,1,High contestation (frequent conflict or strategic struggle),Other / Unsure
The Three-Body Problem,Chapter 25,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 25,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 25,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 25,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 25,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 25,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 25,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 25,9,Thriller / Horror / Survival,Thriller / Horror / Survival
The Three-Body Problem,Chapter 25,10,Other / Unsure,Mostly military
The Three-Body Problem,Chapter 25,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 25,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 26,1,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 26,2,Other / Unsure,"Limited settlement (small colonies, hard to sustain/control)"
The Three-Body Problem,Chapter 26,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 26,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 26,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 26,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 26,7,Other / Unsure,Other / Unsure
